"","id","player.name","xA","play_pattern.name","pass.length","pass.angle","pass.height.name","pass.body_part.name","start.X","start.Y","end.X","end.Y","startDist","endDist","pass.outcome"
"539912","d8df30c4-044a-47b9-bca2-d1d532759a21","Caroline Weir",0.059725303,"From Corner",33.37664,-1.7211678,"High Pass","Left Foot",120,80,115,47,40,8.60232526704263,"No goal"
"540395","a1abf530-677c-4863-bf76-d8c5ec8c848d","Caroline Weir",0.08291614,"From Corner",38.832977,1.7782925,"High Pass","Left Foot",120,1,112,39,39,8.06225774829855,"No goal"
"540491","5c274ba0-1488-48aa-8bef-a9f37010ac96","Jill Scott",0.016979618,"Regular Play",7.2111025,0.98279375,"Ground Pass","Right Foot",109,54,113,60,17.8044938147649,21.1896201004171,"No goal"
"540703","a04841f8-1b10-4d08-83f1-7a6a2a40dcd5","Demi Stokes",0.018325787,"From Throw In",16,3.1415927,"Ground Pass","Left Foot",105,12,89,12,31.7647603485372,41.7731971484108,"No goal"
"540892","0e37e077-2f81-4fda-acca-a2e68be6f992","Claire Emslie",0.084302105,"From Goal Kick",37.01351,-1.5978168,"High Pass","Right Foot",116,74,115,37,34.2344855372474,5.8309518948453,"No goal"
"540933","d8d7a438-f7e2-45a1-8f61-b7c799b5b827","Claire Emslie",0.023286544,"From Corner",39.849716,-1.8766752,"High Pass","Right Foot",120,80,108,42,40,12.1655250605964,"No goal"
"540977","e316ac2e-2397-43d3-a709-21d52dbff09b","Claire Emslie",0.50995433,"From Throw In",22.022715,-1.5253731,"Ground Pass","Right Foot",116,65,117,43,25.3179778023443,4.24264068711928,"No goal"
"541338","1d43a8a9-2418-4804-b554-f4ef48d84925","Emily Syme",0.09171927,"Regular Play",6.0827627,1.735945,"Low Pass","No Touch",111,30,110,36,13.4536240470737,10.770329614269,"No goal"
"541347","a3304e8f-62b1-402c-ac68-1a0a9c670829","Rachel Mclauchlan",0.19360277,"Regular Play",8.5440035,-1.929567,"Ground Pass","Right Foot",111,44,108,36,9.8488578017961,12.6491106406735,"Goal"
"541603","d79c66d6-2e2b-4f82-8e53-64700851c317","Pauline Bremer",0.15571122,"From Throw In",16.552946,-0.43662715,"High Pass","Right Foot",65,63,80,56,59.6154342431555,43.081318457076,"No goal"
"541695","c0c1bd76-e53a-4616-b337-899724910cd7","Megan Campbell",0.48238692,"From Throw In",50.990196,0.72989964,"High Pass","Other",70,1,108,35,63.4113554499508,13,"No goal"
"541890","0c41978e-1dd7-4031-8f6c-64d4fdf9b6c5","Claire Emslie",0.12869965,"From Free Kick",20,-1.5707964,"Low Pass","Right Foot",113,60,113,40,21.1896201004171,7,"No goal"
"542206","13aa7ad1-9d14-44ec-96d4-b01ddf5ab32c","Emily Donovan",0.01862534,"Regular Play",27.294687,1.423718,"Ground Pass","Right Foot",69,31,73,58,51.7880295048962,50.3289181286465,"No goal"
"542408","5a6a140c-b9a6-4908-80ea-d397739e330a","Claire Emslie",0.0769438,"From Throw In",15,-1.5707964,"Ground Pass","Right Foot",107,61,107,46,24.6981780704569,14.3178210632764,"No goal"
"542726","7ae68bee-a7a7-4348-8acb-13034fb551e1","Lauren Hemp",0.019677565,"Regular Play",38.013157,2.1879878,"Low Pass","Left Foot",109,25,87,56,18.6010752377383,36.6742416417845,"No goal"
"542846","f1777488-43a9-4d54-af8a-02a98be89372","Abbie McManus",0.031244488,"From Throw In",26.076809,0.07677189,"Ground Pass","Right Foot",64,76,90,78,66.573267908373,48.4148737476408,"No goal"
"542879","5df0aa7a-1e6f-4c85-96fe-0f9ec2dd265c","Claire Emslie",0.46980494,"Regular Play",26.076809,-1.4940244,"Low Pass","Right Foot",114,67,116,41,27.6586333718787,4.12310562561766,"No goal"
"542939","56120bb0-c47c-4c80-8ea2-180c8732ca60","Pauline Bremer",0.023922188,"Regular Play",6.0827627,-2.976444,"Ground Pass","Right Foot",108,31,102,30,15,20.591260281974,"No goal"
"542966","6554e307-146b-4d29-ba8f-3256e633ef7f","Abbie McManus",0.017765831,"From Throw In",10.29563,-1.0636978,"Ground Pass","Right Foot",95,77,100,68,44.6542271235322,34.4093010681705,"No goal"
"543066","ff35beb2-5c3b-4474-afd1-b5ed96453749","Claire Emslie",0.06688529,"From Corner",43.289722,1.6865555,"High Pass","Right Foot",120,1,115,44,39,6.40312423743285,"No goal"
"543124","941d3a25-1062-479b-83fd-38fc70704a0c","Olivia Fergusson",0.03234214,"Regular Play",5.8309517,2.1112158,"Ground Pass","Right Foot",113,2,110,7,38.6393581727233,34.4818792991333,"No goal"
"543198","d3e641eb-968a-44c1-8e7a-4f22e561ca92","Claire Emslie",0.11307879,"From Corner",37.65634,1.7577755,"High Pass","Right Foot",120,1,113,38,39,7.28010988928052,"No goal"
"543424","43139ccf-f32b-453a-89f3-5f8fd715f8f8","Claire Emslie",0.03433661,"From Corner",40,-1.5707964,"High Pass","Right Foot",114,71,114,31,31.5753068076939,10.816653826392,"No goal"
"543761","849155ee-05d7-45e3-b175-7e46181e8748","Stephanie Houghton",0.15728512,"From Throw In",9.433981,-0.5585993,"Ground Pass","Right Foot",100,39,108,34,20.0249843945008,13.4164078649987,"No goal"
"543843","61400cdc-3dbf-437f-aaec-20647232e7bb","Nikita Parris",0.22000411,"Regular Play",22.36068,-1.7506498,"High Pass","Right Foot",117,60,113,38,20.2237484161567,7.28010988928052,"Goal"
"544093","b471f0a6-b184-42d2-8040-be0be2fda48b","Lauren Hemp",0.019174613,"From Free Kick",15.524175,-2.8809903,"Ground Pass","Left Foot",106,45,91,41,14.8660687473185,29.0172362570938,"No goal"
"544125","90d439ff-3dd5-4476-91c4-5d4bdc45e991","Megan Alexander",0.021419503,"From Corner",44.38468,-1.8212395,"High Pass","Left Foot",120,80,109,37,40,11.4017542509914,"No goal"
"544212","a85dbbfe-ca7f-43ce-b099-cb838cc33afb","Emily Syme",0.038177513,"Regular Play",14.21267,-0.6857295,"Ground Pass","Right Foot",81,37,92,28,39.1152144312159,30.4630924234556,"No goal"
"544289","ce3b4167-f655-41fe-9ebe-5b44523df551","Esme Beth Morgan",0.021046149,"Regular Play",17.888544,-1.1071488,"Ground Pass","Right Foot",81,71,89,55,49.8196748283246,34.4383507154451,"No goal"
"544529","80b5624e-4eba-4ade-9822-536eea0f0e6b","Keira Walsh",0.054358676,"Regular Play",18.439089,-1.7894653,"Ground Pass","Right Foot",111,67,107,49,28.4604989415154,15.8113883008419,"No goal"
"544633","d152cef7-9193-458c-8d6c-1129f65c05e1","Caroline Weir",0.081113346,"From Corner",37.48333,-1.731559,"High Pass","Left Foot",120,80,114,43,40,6.70820393249937,"No goal"
"544734","c0393a62-66cd-44df-9588-a001dc31275f","Charlie Taylor",0.017091284,"From Throw In",13.892444,-2.0988708,"Ground Pass","Right Foot",94,70,87,58,39.6988664825584,37.589892258425,"No goal"
"544790","b3a37c7a-bfa6-49fc-ab4e-e199ec12ccbd","Megan Campbell",0.039248902,"From Throw In",33.06055,1.6313283,"Low Pass","Left Foot",114,21,112,54,19.9248588451713,16.1245154965971,"No goal"
"545444","369676f9-967d-4546-94f9-5af814721ebb","Jane Ross",0.04019285,"From Corner",10.770329,1.9513026,"Ground Pass","Right Foot",114,13,110,23,27.6586333718787,19.723082923316,"No goal"
"545531","3f124fb2-2188-4ba1-bb8c-dee503bb6239","Jane Ross",0.23088919,"From Throw In",19.924858,-1.2649175,"Ground Pass","Right Foot",110,52,116,33,15.6204993518133,8.06225774829855,"No goal"
"545725","24af8736-1133-4209-ba0c-66cf1b1ac8e7","Brianna Visalli",0.12108791,"From Keeper",57.428215,-0.6121525,"High Pass","Right Foot",62,60,109,27,61.3514466007119,17.0293863659264,"No goal"
"545835","bd2f55ea-e853-43db-952e-9ce9e9c78ed6","Adriana Leon",0.093319416,"From Corner",33.734257,1.7798193,"High Pass","Right Foot",120,1,113,34,39,9.21954445729289,"No goal"
"545910","f3878eaa-0190-4b71-a3af-e4c334aa28be","Leanne Kiernan",0.1895823,"Regular Play",12,1.5707964,"Ground Pass","Right Foot",114,24,114,36,17.0880074906351,7.21110255092798,"No goal"
"546056","0ab9b9ae-b728-4be2-9d30-5de80e88fdb7","Brianna Visalli",0.1376445,"From Throw In",22.472204,1.9347752,"Ground Pass","Left Foot",117,12,109,33,28.1602556806574,13.0384048104053,"No goal"
"546079","b91e821a-0e4a-4f4d-ab2e-6152bd9d6a70","Rosella Ayane",0.029648779,"From Counter",22.803509,0.26625204,"Ground Pass","Right Foot",74,52,96,58,47.5394572960189,30,"No goal"
"546112","3030f034-ccc9-407e-a8ab-f37e572a0a3b","Poppy Pattinson",0.03365567,"From Corner",47.67599,-1.7393932,"High Pass","Left Foot",120,80,112,33,40,10.6301458127346,"No goal"
"546285","1274de5a-7d77-444d-8a3f-1ddb2db94100","Jane Ross",0.04836165,"From Free Kick",8.5440035,0.35877067,"Low Pass","Other",83,43,91,46,37.1214223865412,29.6141857899217,"No goal"
"546375","d0bbc8de-d3eb-4b26-b404-13ccbb1d5e1a","Claire Lauren Rafferty",0.121308096,"Regular Play",25.019993,1.5308176,"High Pass","Left Foot",108,14,109,39,28.6356421265527,11.0453610171873,"No goal"
"546734","7ef2e394-c7b7-46fa-a4bc-66fcb4e35c82","Claire Lauren Rafferty",0.17678943,"From Throw In",20.024984,0.049958397,"Ground Pass","Left Foot",38,5,58,6,89.1571646027396,70.7106781186548,"No goal"
"547027","f04ff502-ff9b-4091-a945-e4cd6470102b","Brianna Visalli",0.1488139,"From Corner",18.973665,-0.32175055,"Ground Pass","Left Foot",93,35,111,29,27.459060435492,14.2126704035519,"No goal"
"547353","ee1d89e3-175f-4c62-bc85-edbbd5b00c0d","Poppy Pattinson",0.019410003,"Regular Play",10.29563,2.077895,"Ground Pass","Left Foot",93,14,88,23,37.4833296279826,36.2353418639869,"No goal"
"547431","c54ed401-97ad-4bbc-ae72-165acb2936c1","Ella Rutherford",0.08364928,"From Free Kick",33.37664,1.7211678,"High Pass","Left Foot",110,3,105,36,38.3275357934736,15.52417469626,"No goal"
"547535","acce1263-43db-4338-9af9-edd36c3f8253","Abigail Harrison",0.016996205,"From Throw In",9.433981,-2.5829933,"Low Pass","Right Foot",113,21,105,16,20.2484567313166,28.3019433961698,"No goal"
"547597","f65d29c3-ba53-44ed-a903-8b99698ee471","Alisha Lehmann",0.07914243,"From Throw In",13.152946,-1.7234457,"Ground Pass","Right Foot",113,60,111,47,21.1896201004171,11.4017542509914,"No goal"
"547838","68253480-dc14-4aa4-a8b2-4b863c50893e","Carla Humphrey",0.038440883,"From Throw In",3.1622777,-0.32175055,"Ground Pass","Left Foot",97,50,100,49,25.0798724079689,21.9317121994613,"No goal"
"547939","6d6486e0-fb1d-493c-a4b8-5042d0c83037","Adriana Leon",0.15502696,"From Free Kick",12.0415945,-1.6539376,"Low Pass","Other",114,55,113,43,16.1554944214035,7.61577310586391,"No goal"
"547977","e673bcd7-09b4-407c-9d62-5e5a98e9bda6","Heather Payne",0.016913017,"From Counter",7.81025,-2.2655346,"Ground Pass","Right Foot",80,62,75,56,45.6508488420533,47.7598157450382,"No goal"
"548023","d98ad004-0abe-4520-a70b-f2f7fa82b0a4","Abigail Harrison",0.13297765,"From Throw In",4.472136,-2.6779451,"Ground Pass","Right Foot",111,33,107,31,11.4017542509914,15.8113883008419,"No goal"
"548057","7a70924b-9053-48d0-8cee-94af47065a54","Brianna Visalli",0.15658738,"From Goal Kick",31.016125,-1.6030432,"High Pass","Right Foot",118,75,117,44,35.0570962859162,5,"Goal"
"548244","c8e9a97a-71b0-4e96-8dda-611f02e89488","Ellen White",0.10445789,"From Kick Off",16.27882,-0.18534794,"Ground Pass","Right Foot",78,56,94,53,44.9444101084885,29.0688837074973,"Goal"
"549954","be75ee8f-83ac-4a49-aba9-1048802f58c6","Lucy Staniforth",0.06520828,"From Free Kick",43.65776,1.2200683,"High Pass","Right Foot",94,7,109,48,42.0119030752,13.6014705087354,"No goal"
"549988","d34c1f92-5732-4275-a3c3-38047dc789a0","Lucy Staniforth",0.021609787,"From Free Kick",47.92703,1.1631649,"High Pass","Right Foot",93,5,112,49,44.2040722106007,12.0415945787923,"No goal"
"550107","d8721b72-330c-46a0-8e03-070f0542847f","Lucy Staniforth",0.053389326,"From Counter",9.055386,-1.4601392,"Ground Pass","Right Foot",88,60,89,51,37.7359245282264,32.8937684067971,"No goal"
"550191","b0bc6365-32ee-4190-b339-9e50d8250bde","Charlie Wellings",0.061628208,"Regular Play",7.071068,2.9996955,"Ground Pass","Right Foot",103,37,96,38,17.2626765016321,24.0831891575846,"No goal"
"550197","c121aebe-b446-4304-a13d-75244831a979","Lucy Staniforth",0.15591818,"From Corner",44.407207,-1.706324,"High Pass","Right Foot",120,80,114,36,40,7.21110255092798,"No goal"
"550300","4e20499e-65dd-4af1-aff1-c37550404a73","Lucy Staniforth",0.12562434,"From Counter",21.377558,0.1882215,"Ground Pass","Right Foot",89,48,110,52,32.0156211871642,15.6204993518133,"No goal"
"550305","b1e8aa9b-bcd9-4582-a5c0-5b25a0d3f61d","Lucy Staniforth",0.044724733,"From Corner",44.72136,-1.7506498,"High Pass","Right Foot",120,80,112,36,40,8.94427190999916,"No goal"
"550331","1d8fa287-3c15-4df5-9f4e-d0ddf497dfb2","Danielle Turner",0.09884821,"From Throw In",17.262676,1.3961241,"Ground Pass","Left Foot",104,16,107,33,28.8444102037119,14.7648230602334,"No goal"
"550419","c198fdf3-6e96-4c9e-995e-a372391c5aa6","Marisa Ewers",0.057561595,"Regular Play",8.485281,-0.7853982,"Low Pass","Right Foot",94,40,100,34,26,20.8806130178211,"No goal"
"550790","3f659994-1884-4c3e-bb09-f51096a179c4","Aoife Mannion",0.021120943,"From Free Kick",28.01785,-2.1785984,"Ground Pass","Right Foot",107,69,91,46,31.7804971641414,29.6141857899217,"No goal"
"550851","c1c824c2-5295-4a0e-ae0a-69a3903b1c0e","Lucy Quinn",0.10237449,"Regular Play",38,-1.5707964,"High Pass","Right Foot",113,67,113,29,27.8926513619627,13.0384048104053,"No goal"
"550954","309e6330-dd62-471d-a05f-5f7682678fb8","Marisa Ewers",0.02714755,"Regular Play",6.3245554,-0.32175055,"Low Pass","Other",90,48,96,46,31.04834939252,24.738633753706,"No goal"
"551111","5b1338f0-ee63-4b0f-8816-e681ddad9863","Lucy Staniforth",0.2903475,"From Corner",25.019993,-1.5308176,"Low Pass","Right Foot",109,71,110,46,32.8937684067971,11.6619037896906,"No goal"
"551293","0eb8be34-0b66-48ae-ab95-12e7181bd5ca","Simone Magill",0.11356644,"Regular Play",11.313708,0.7853982,"Ground Pass","Right Foot",84,39,92,47,36.0138862107382,28.8617393793236,"No goal"
"551407","779a8dd2-0ee2-4290-94f4-11948ffa8c8d","Lucy Staniforth",0.059076887,"From Corner",46.09772,-1.6359215,"High Pass","Right Foot",120,80,117,34,40,6.70820393249937,"No goal"
"551545","e97553e2-5893-4748-ad0e-eabd1c4abf04","Simone Magill",0.055575773,"From Free Kick",7.615773,-2.7367008,"Low Pass","Right Foot",101,58,94,55,26.1725046566048,30.0166620396073,"No goal"
"551595","0ab143f5-f3a2-4772-8227-2fc166ca9cbe","Hayley Ladd",0.02956857,"Regular Play",8.246211,1.3258177,"Ground Pass","Right Foot",44,47,46,55,76.3216876123687,75.5049667240507,"No goal"
"551642","a9bc7488-1dc2-4f4a-a1ce-b25c69f4b604","Chloe Kelly",0.022869905,"From Corner",43.416588,-1.8269477,"High Pass","Right Foot",120,80,109,38,40,11.1803398874989,"No goal"
"551866","be9e1750-fde8-472b-a204-024559c26f02","Katie McCabe",0.114226505,"From Throw In",34,1.080839,"High Pass","Left Foot",95,16,111,46,34.6554469023269,10.816653826392,"No goal"
"552178","7a45a5a6-2c0a-4c3d-ace3-a02f174bb210","Vivianne Miedema",0.41728547,"From Throw In",8.944272,-2.0344439,"Ground Pass","Right Foot",113,54,109,46,15.6524758424985,12.5299640861417,"Goal"
"552509","2c6ffdc4-7b94-4976-a7bc-e528aace1175","Danielle van de Donk",0.08390735,"Regular Play",23.021729,0.043450896,"Ground Pass","Right Foot",84,27,107,28,38.2753184180093,17.6918060129541,"No goal"
"552610","2cf534e2-c405-4548-8ff7-7b7f97208b0d","Kim Little",0.079170704,"From Corner",41.231056,-1.815775,"High Pass","Right Foot",120,80,110,40,40,10,"No goal"
"552622","bc400d45-fa2d-4b3e-a086-d114b9a49788","Danielle van de Donk",0.06822963,"From Corner",20.518284,0.81986725,"High Pass","Right Foot",97,29,111,44,25.4950975679639,9.8488578017961,"No goal"
"552765","308330b3-e58f-4aab-8d14-b793c781f94c","Niamh Charles",0.04265155,"From Throw In",9,3.1415927,"Ground Pass","Left Foot",114,70,105,70,30.5941170815567,33.5410196624968,"No goal"
"552986","2c531169-b04f-47d9-bb70-7710476a3d51","Vivianne Miedema",0.08115103,"From Free Kick",10.816654,-0.98279375,"Ground Pass","Right Foot",100,36,106,27,20.3960780543711,19.1049731745428,"Goal"
"553030","e84e9088-40df-47f3-8dc5-ace48e38e032","Danielle van de Donk",0.15360235,"Regular Play",20.615528,-1.1722739,"Ground Pass","Right Foot",98,53,106,34,25.5538646783613,15.2315462117278,"No goal"
"553118","0196c90d-1cf0-49ee-befd-64f505af9d87","Lisa Evans",0.4692563,"Regular Play",15,-1.5707964,"Ground Pass","Right Foot",113,56,113,41,17.464249196573,7.07106781186548,"No goal"
"553799","0d9a8636-db56-4118-8ff8-d72bd5441435","Niamh Charles",0.017285656,"Regular Play",16.763054,1.2679114,"Ground Pass","Right Foot",85,22,90,38,39.3573373083089,30.0665927567458,"No goal"
"554006","95db287f-a593-4cda-97ea-f87c191a3960","Kim Little",0.050759494,"Regular Play",27.89265,-0.2536741,"High Pass","Right Foot",79,62,106,55,46.5295604965274,20.5182845286832,"No goal"
"554110","d0b1edba-24f4-460e-aff8-d20f9aec89b9","Danielle van de Donk",0.19592594,"From Throw In",12.206555,-0.61072594,"Ground Pass","Right Foot",99,40,109,33,21,13.0384048104053,"No goal"
"554637","000adbc8-ea2b-4165-a96c-ad1fe05243ec","Jessica Anne Clarke",0.25886846,"From Keeper",15.524175,-1.3101939,"Ground Pass","Right Foot",111,59,115,44,21.0237960416286,6.40312423743285,"No goal"
"554643","704905e1-da40-46c2-875c-1985e25815c4","Christie Murray",0.018754037,"From Corner",47.539455,-1.8259788,"High Pass","Right Foot",120,80,108,34,40,13.4164078649987,"No goal"
"554700","163bd5d4-02dc-4908-a065-5586d9bb98f2","Dominique Johanna Anna Bloodworth",0.027589262,"From Free Kick",3.1622777,-0.32175055,"Ground Pass","Right Foot",91,50,94,49,30.6757233003559,27.5136329843952,"No goal"
"554765","9867cc0b-39e1-41c1-be84-dc5eda188916","Jordan Nobbs",0.23688084,"From Counter",30.413813,-0.47835243,"Ground Pass","Right Foot",68,68,95,54,59.0592922409336,28.6530975637888,"No goal"
"554895","bb759dc6-123b-4ce5-a10a-5953b0453935","Bethany Mead",0.027461775,"Regular Play",23.259407,-2.0152156,"Ground Pass","Left Foot",116,76,106,55,36.2215405525497,20.5182845286832,"No goal"
"555016","6a8b32d9-c6ee-4d6b-9472-8b882fb50bf8","Katie McCabe",0.09686557,"From Free Kick",2.236068,-2.0344439,"Ground Pass","Left Foot",108,48,107,46,14.422205101856,14.3178210632764,"Goal"
"555076","8433fea5-2d04-41eb-9d52-0df54bb484b9","Satara Murray",0.018102348,"Regular Play",11.661903,0.5404195,"Ground Pass","Right Foot",76,27,86,33,45.8802789878178,34.7131099154196,"No goal"
"555231","4fbd23b2-c56d-45f9-b913-786926e99513","Claire Emslie",0.020800887,"Regular Play",3.1622777,-2.819842,"Low Pass","Other",107,23,104,22,21.4009345590327,24.0831891575846,"Goal"
"555901","6b8a7c1f-e221-43c2-a98b-6be4d1759956","Caroline Weir",0.9029587,"From Free Kick",21.587032,0.23374318,"Ground Pass","Right Foot",84,34,105,39,36.4965751817893,15.0332963783729,"Goal"
"556012","b91c4d82-c39d-4e64-88b3-31a724838618","Claire Lauren Rafferty",0.02848855,"From Corner",43.174065,-1.8045396,"High Pass","Left Foot",120,80,110,38,40,10.1980390271856,"No goal"
"556018","37ee9a90-86b7-475f-88a9-0593e803f068","Brooke Hendrix",0.04796346,"From Corner",10,-2.2142975,"Low Pass","Other",114,34,108,26,8.48528137423857,18.4390889145858,"No goal"
"556093","7aa40414-f652-4b2a-a685-66c1da12adec","Caroline Weir",0.21497208,"From Corner",35.22783,1.6845883,"High Pass","Left Foot",120,1,116,36,39,5.65685424949238,"No goal"
"556693","75108775-d9ed-4bb0-96ea-629418d92695","Kate Longhurst",0.18388599,"From Throw In",7.071068,-0.7853982,"Low Pass","Other",110,38,115,33,10.1980390271856,8.60232526704263,"No goal"
"556817","992ccfcf-4b22-4cc4-96c8-44e7da0caf51","Erin Simon",0.011849363,"Regular Play",9.219544,-1.3521274,"Ground Pass","Right Foot",78,64,80,55,48.3735464897913,42.7200187265877,"No goal"
"556984","07ef5521-4c28-4084-ae75-69bc7f52e585","Tessa Wullaert",0.011584627,"From Corner",40.22437,2.5329034,"Ground Pass","Right Foot",120,1,87,24,39,36.6742416417845,"No goal"
"557357","02bfcebd-f4a6-4e7e-8234-86c1dc617446","Brianna Visalli",0.473701,"From Counter",21.587032,-0.23374318,"Ground Pass","Right Foot",89,40,110,35,31,11.1803398874989,"No goal"
"557676","5a03b349-896a-4378-8c7d-9cadda6f3fec","Jane Ross",0.07482801,"From Throw In",22.36068,-2.0344439,"High Pass","Right Foot",114,68,104,48,28.6356421265527,17.8885438199983,"No goal"
"557715","7b3532eb-2294-4cef-a310-c47a0bca3d63","Claire Lauren Rafferty",0.06821449,"Regular Play",15.811388,1.2490457,"Ground Pass","Left Foot",92,12,97,27,39.5979797464467,26.4196896272458,"No goal"
"558328","01a56b8f-f133-4ece-b1a6-0a506b7403b1","Claire Lauren Rafferty",0.06687568,"From Corner",41.773197,-1.7634971,"High Pass","Left Foot",120,80,112,39,40,8.06225774829855,"No goal"
"558386","8215b0ee-0738-4c42-9377-3e1f158967dc","Nikita Parris",0.5951839,"From Goal Kick",17.117243,-1.4536875,"Ground Pass","Right Foot",112,59,114,42,20.6155281280883,6.32455532033676,"Goal"
"558463","af932c54-690f-4a1c-8a6f-a6ef0c06ab39","Kate Longhurst",0.020587709,"Regular Play",18.384777,-0.7853982,"Ground Pass","Right Foot",79,44,92,31,41.194659848092,29.4108823397055,"No goal"
"558567","cd3f0123-9c89-40a3-a501-312b3534dd6e","Caroline Weir",0.11915892,"From Free Kick",36.878178,0.86217004,"High Pass","Left Foot",89,16,113,44,39.2045915678253,8.06225774829855,"Goal"
"558706","78491ef1-e4cd-4fd6-8ff8-efdbe887da0c","Tessa Wullaert",0.4350845,"From Counter",21.931713,-1.1479424,"Ground Pass","Left Foot",99,74,108,54,39.9624824053762,18.4390889145858,"Goal"
"558724","b820d915-2bff-499b-8cff-95c42a5b7bb7","Caroline Weir",0.026979517,"From Counter",11.401754,0.90975314,"Ground Pass","Left Foot",87,23,94,32,37.1214223865412,27.2029410174709,"No goal"
"558749","fbc19290-af91-4dc7-ac08-3fc632d340c8","Jane Ross",0.25172508,"Regular Play",56.586216,0.7604034,"High Pass","Right Foot",59,16,100,55,65.5515064662895,25,"Goal"
"558758","2707bd38-b222-460e-81d9-cdcc7450ee0a","Georgia Stanway",0.03999837,"From Kick Off",18.027756,1.9100889,"Ground Pass","Right Foot",101,26,95,43,23.6008474424119,25.1793566240283,"No goal"
"558883","6fc80171-e6db-4e8a-ac7c-3309fe036aa2","Nikita Parris",0.027561745,"Regular Play",17.117243,3.024484,"Ground Pass","Right Foot",110,22,93,24,20.591260281974,31.3847096529504,"No goal"
"559192","02694a7b-871c-481f-bce5-1ff34966aea6","Georgia Stanway",0.25053564,"From Corner",30.413813,0.47835243,"High Pass","Right Foot",87,33,114,47,33.734255586866,9.21954445729289,"No goal"
"559490","fd75ca25-f76d-4c70-a0ea-e42370dd402c","Claire Lauren Rafferty",0.054278914,"From Corner",43.174065,-1.8045396,"High Pass","Left Foot",120,80,110,38,40,10.1980390271856,"No goal"
"559577","7b2f793a-607e-4ba0-b485-26eecd563413","Jane Ross",0.020122867,"From Throw In",6.3245554,2.819842,"Low Pass","Left Foot",106,57,100,59,22.0227155455452,27.5862284482674,"No goal"
"559652","69a6be05-755b-42b8-896f-a2452e0b2b35","Ella Rutherford",0.048220433,"From Free Kick",43.931767,-0.849825,"High Pass","Left Foot",82,65,111,32,45.4862616621766,12.0415945787923,"No goal"
"559935","b23f0fcc-b2ec-476b-8a41-1c1049e4f58e","Carla Humphrey",0.013236766,"From Throw In",16.40122,-0.9151007,"Ground Pass","Left Foot",78,38,88,25,42.0475920832573,35.3411940941446,"No goal"
"560402","47bcba1c-62f2-41b8-a6d5-5e0a8617fed3","Leanne Kiernan",0.085742265,"From Throw In",33.526108,-1.8736812,"High Pass","Right Foot",115,66,105,34,26.4764045897475,16.1554944214035,"No goal"
"560464","84d5dca5-066e-40d8-a4d0-e273a1c294e8","Julia Simic",0.033423975,"From Throw In",27.018513,1.5337762,"High Pass","Right Foot",104,16,105,43,28.8444102037119,15.2970585407784,"No goal"
"560620","55720f77-2556-49d6-ae78-5b05be965d08","Kate Longhurst",0.024585761,"From Goal Kick",31.016125,0.36254424,"Ground Pass","Right Foot",49,66,78,77,75.6108457828637,55.9732078766261,"No goal"
"560793","25f437b1-68bc-4be3-a2e3-03d386801c97","Claire Lauren Rafferty",0.032802023,"From Throw In",15.132746,1.7033478,"High Pass","Left Foot",113,7,111,22,33.734255586866,20.1246117974981,"No goal"
"560913","888cbb35-d946-4c3a-ab7c-1f65fafc1f4b","Julia Simic",0.029211031,"From Free Kick",9.055386,-0.11065722,"High Pass","Head",82,42,91,41,38.0525951808809,29.0172362570938,"No goal"
"561017","7164f549-3865-4ff8-8d9b-b4981c036b33","Ella Rutherford",0.11832439,"From Throw In",16.124516,2.0899425,"Ground Pass","Left Foot",116,26,108,40,14.560219778561,12,"No goal"
"561155","b9db5cf9-6d9d-462e-a97a-eb5a8c39c27b","Juliette Kemppi",0.018627964,"Regular Play",6.708204,-2.0344439,"Ground Pass","Left Foot",101,61,98,55,28.3196045170126,26.6270539113887,"No goal"
"561237","7e218e6d-4554-450f-a15d-01092718fe6f","Julia Simic",0.06564993,"Regular Play",29.832869,0.8803499,"Ground Pass","Right Foot",86,27,105,50,36.4005494464026,18.0277563773199,"No goal"
"561426","dc363d4d-23a5-41a2-b108-4ef15ec6f628","Esmee de Graaf",0.35261282,"Regular Play",31.016125,-1.5385494,"High Pass","Right Foot",111,67,112,36,28.4604989415154,8.94427190999916,"No goal"
"562005","7a61e5bc-c09e-465b-8454-f7f7b9e5c871","Lucy Graham",0.015591294,"Regular Play",8.062258,2.0899425,"Ground Pass","Right Foot",98,48,94,55,23.4093998214393,30.0166620396073,"No goal"
"562140","7347d81f-0db5-4961-8fd7-231e31015a0b","Julia Simic",0.16754872,"From Counter",28.84441,0.98279375,"Ground Pass","Right Foot",91,7,107,31,43.9317652729776,15.8113883008419,"No goal"
"562425","2b67037a-0f19-4329-a45f-a2b45cdada34","So-Hyun Cho",0.029432023,"Regular Play",66.37017,-0.53783554,"Low Pass","Right Foot",43,44,100,10,77.1038261048049,36.0555127546399,"No goal"
"562503","ec676cfd-ac49-429c-b06d-a12d42ba45bf","Erin Simon",0.04961765,"Regular Play",23.600847,-0.63502675,"Low Pass","Head",61,35,80,21,59.2114853723498,44.2831796509691,"No goal"
"562589","3bb9482e-f281-4f1f-9942-cabd5ee5e57c","Lauren Bruton",0.06405781,"From Free Kick",9.055386,3.0309355,"Ground Pass","Left Foot",115,68,106,69,28.4429253066558,32.2024843762092,"No goal"
