"","id","player.name","xA","play_pattern.name","pass.length","pass.angle","pass.height.name","pass.body_part.name","start.X","start.Y","end.X","end.Y","startDist","endDist","pass.outcome"
"303","bdaec1e8-b743-4128-b5ec-a82b1d95cf28","Rachel Rowe",0.023957841,"From Throw In",9.7252245,1.4987563,"Ground Pass","Right Foot",91.6,16.6,92.3,26.3,36.7983695290974,30.9027506866298,"No goal"
"492","fd1f9f4a-3ed5-4797-8160-70a588729ad5","Remi Allen",0.29257497,"Regular Play",15.156847,1.21357,"High Pass","Head",106.6,30.1,111.9,44.3,16.6604321672639,9.17060521448829,"No goal"
"760","910f8e78-7b3d-4f00-9874-216fd5176be4","Amalie Vevle Eikeland",0.058803283,"From Free Kick",3.8832977,-0.60228735,"High Pass","Head",105.2,44.3,108.4,42.1,15.4120083052145,11.7885537705013,"Goal"
"832","afb3671e-2658-4139-a047-b7dec26cd247","Jade Moore",0.22572555,"From Throw In",24.5153,-1.7761917,"Low Pass","Right Foot",116.4,70.6,111.4,46.6,30.8110369835226,10.8406641862941,"No goal"
"1431","a151418f-f5f1-4598-8913-51717d59c835","Jade Moore",0.41332054,"Regular Play",16.54237,-1.3390133,"Low Pass","Right Foot",110.9,56.3,114.7,40.2,18.6681547025945,5.30377224247044,"No goal"
"1657","99970782-23ea-4bd5-8d4d-ab03a58f9661","Fara Williams",0.029001765,"From Free Kick",23.67805,0.22141746,"Low Pass","Right Foot",75.5,17.7,98.6,22.9,49.7748932695993,27.3928822871928,"No goal"
"1767","1a3b13d8-aad4-4358-a160-cb6a18c4c7ae","Remi Allen",0.086134,"From Keeper",41.046803,-0.3171281,"High Pass","Right Foot",48,58.7,87,45.9,74.3887760350982,33.5232754962877,"No goal"
"1968","b63f95bc-1206-4be2-b250-e0d523558779","Jade Moore",0.31610504,"From Counter",55.986607,-0.34434557,"High Pass","Right Foot",26,72.8,78.7,53.9,99.5582241705827,43.576369743245,"Goal"
"2700","e398bf0f-f059-4f09-abdc-d3aebb671d32","Rachel Rowe",0.261879,"Regular Play",16.03122,-0.5810823,"Ground Pass","Right Foot",91.3,36.9,104.7,28.1,28.8669361034385,19.3829822266853,"No goal"
"3093","2975780a-1599-483a-828b-0a54cda44b4f","Keira Walsh",0.116677836,"From Corner",35.833645,-1.9782531,"Ground Pass","Left Foot",120,80,105.8,47.1,40,15.8760826402485,"No goal"
"3104","80685559-b412-4a20-aa11-64cdefd830ea","Jill Scott",0.06016142,"From Corner",4.427189,2.819842,"Ground Pass","Right Foot",104.7,38,100.5,39.4,15.4301652615907,19.5092285854669,"No goal"
"3410","7c8d2f36-e660-4777-9edc-7066e1e4b57e","Katie McCabe",0.05458994,"Regular Play",23.631546,1.2209407,"Low Pass","Left Foot",92.9,4,101,26.2,45.0600710163666,23.4827596333991,"No goal"
"3521","c608b555-4623-4075-9e46-392e7609d5c6","Jordan Nobbs",0.08282943,"Regular Play",18.597042,-1.7164956,"Low Pass","Right Foot",105.5,58.9,102.8,40.5,23.8214189333885,17.2072659071684,"No goal"
"4604","886ac3b4-5b98-404d-bb83-6e366190ce2f","Ellen White",0.07750279,"Regular Play",33.02802,-1.7319629,"High Pass","Right Foot",116.7,72.6,111.4,40,32.7665988469966,8.59999999999999,"No goal"
"4760","caf9bf1b-d613-4887-89d3-e81b23376cde","Caroline Weir",0.016291393,"Regular Play",22.62145,1.4020139,"Ground Pass","Left Foot",86.8,28.8,90.6,51.1,35.0382647972185,31.425626485402,"No goal"
"5175","e8f60fed-ca14-41d8-98db-4e5be5e33a69","Keira Walsh",0.04424947,"Regular Play",34.800144,-1.1972269,"High Pass","Right Foot",94.3,66.9,107,34.5,37.2034944595262,14.1155942134931,"Goal"
"5190","0bf6bddd-717e-4c6e-bbf3-c6ffcc869acf","Bethany Mead",0.10585657,"From Kick Off",3.6359317,2.5917394,"Ground Pass","Left Foot",108.4,31.5,105.3,33.4,14.3808900976261,16.1136588023949,"No goal"
"5367","1767ad6a-8573-4dbd-8189-c1b14accd4c4","Bethany Mead",0.05601021,"From Corner",39.4203,1.775157,"High Pass","Right Foot",120,0.1,112,38.7,39.9,8.10493676718085,"No goal"
"5439","58a2283c-abf3-43cd-a2ed-2355b5318b13","Vivianne Miedema",0.30349705,"From Free Kick",12.478782,-1.4583693,"Ground Pass","Right Foot",104.6,57.5,106,45.1,23.3111561274854,14.9,"No goal"
"5564","53a2b01b-4ef6-42e0-932e-9685e94ff555","Lisa Evans",0.018429268,"From Free Kick",11.981652,-2.5582197,"Ground Pass","Right Foot",104.8,61.5,94.8,54.9,26.3304006805821,29.2754163078854,"No goal"
"5878","2c35711a-d944-445d-8df4-48ecfef6d2c5","Vivianne Miedema",0.4223719,"Regular Play",23.113848,1.5361781,"Low Pass","Left Foot",115,18.1,115.8,41.2,22.46352599215,4.36806593356831,"No goal"
"5884","23b19084-6c62-4b1b-82f1-dc9d94719ce3","Bethany Mead",0.024342287,"From Corner",41.479755,-1.7062155,"High Pass","Right Foot",120,80,114.4,38.9,40,5.7070132293521,"No goal"
"6141","ec4a357a-ca3a-46c2-9e9f-37e131f31136","Tessa Wullaert",0.056299243,"From Free Kick",13.34054,0.98279375,"Ground Pass","Right Foot",100.7,41.9,108.1,53,19.3932978113574,17.6241311842598,"No goal"
"6377","d3b1707d-3489-4f8b-9726-3fcb9a3aa2b6","Leah Williamson",0.03221601,"From Throw In",19.275114,0.088311374,"Ground Pass","Right Foot",71.2,33.8,90.4,35.5,49.1922758164328,29.9401068802367,"No goal"
"6769","fd24d187-782c-45ae-a15b-20a966642d07","Kayleigh Green",0.18748774,"Regular Play",13.997857,1.3032912,"Ground Pass","Right Foot",96.1,26.8,99.8,40.3,27.3029302456714,20.2022275999455,"No goal"
"7090","240fecdf-4c58-472f-b45d-41c552ae1aa5","Kayleigh Green",0.199449,"Regular Play",11.700427,1.5793431,"Ground Pass","Left Foot",116.5,24.5,116.4,36.2,15.8902485820707,5.23450093132095,"No goal"
"7771","278256c3-91b3-4bff-b418-98ad8a4305e7","Danielle Turner",0.01702285,"From Throw In",11.200892,1.4364749,"Low Pass","Left Foot",100.6,2.1,102.1,13.2,42.5766367859182,32.2280933348531,"No goal"
"7845","fdf3be6d-b3e8-4593-827d-5fccfc6e9fb2","Iniabasi Anefiok Umotong",0.038494207,"Regular Play",22.110857,1.2247301,"Ground Pass","Right Foot",84.4,28.7,91.9,49.5,37.3503681374093,29.6624341550049,"No goal"
"8132","4a83c9df-21cf-4bcc-ba00-7202d83a885a","Amanda Nildén",0.14811096,"From Throw In",4.1182523,2.077895,"Low Pass","Other",110.6,31.3,108.6,34.9,12.8082004981184,12.4887949778992,"Goal"
"8179","466b8b18-addc-4513-a470-5fe20335f918","Kayleigh Green",0.020724693,"Regular Play",8.780091,-2.2188532,"Ground Pass","Left Foot",99.8,58.4,94.5,51.4,27.3239821402372,27.9322394376104,"No goal"
"8202","d3da41ad-77ef-405a-9fab-f5c867ea30b0","Felicity Gibbons",0.04508765,"Regular Play",29.577864,1.2757773,"High Pass","Left Foot",99.9,6.8,108.5,35.1,38.8104367406501,12.5003999936002,"No goal"
"8284","0c4b016d-1451-4f81-b9b1-f58e1f967ec9","Lucy Graham",0.1106691,"From Free Kick",43.72242,1.2975234,"High Pass","Left Foot",103.1,1.7,114.9,43.8,41.862871377869,6.36003144646313,"No goal"
"8871","0d413bc8-ac81-4e75-b497-47e71b920e10","Inessa Kaagman",0.022219025,"From Free Kick",32.829865,1.123496,"High Pass","Left Foot",90.3,9.1,104.5,38.7,42.8590713851805,15.5544205935162,"No goal"
"9198","b8bffea4-4606-4ee7-b9f5-259925444420","Amanda Nildén",0.050939206,"Regular Play",8.848164,0.9702552,"Ground Pass","Left Foot",105.2,45.2,110.2,52.5,15.6869372409021,15.8836393814516,"No goal"
"9253","a0e83703-a8d4-42c7-a641-26705610372c","Danielle Turner",0.04389809,"Regular Play",69.8565,0.12630811,"High Pass","Left Foot",39.7,17.2,109,26,83.4741277282968,17.8044938147649,"No goal"
"9312","711ca85e-25fc-4ca9-aec9-6a6d2ef9825e","Taylor Hinds",0.021802446,"From Corner",10.696261,0.72586596,"Ground Pass","Right Foot",77.8,38.3,85.8,45.4,42.2342278253078,34.6236913110084,"No goal"
"9752","b757c00e-a65f-4586-8caa-beb50044455a","Chantelle Boye-Hlorkah",0.07484956,"Regular Play",25.394882,-1.3363235,"High Pass","Right Foot",103.8,66.2,109.7,41.5,30.8038958575048,10.4086502487114,"No goal"
"10145","84d80af6-b9da-4f46-a688-ae36a77b9840","Hannah Godfrey",0.023369828,"From Counter",47,0,"High Pass","Right Foot",50.5,24.4,97.5,24.4,71.2292776883214,27.3790065561189,"No goal"
"10200","e0743ec0-382d-4a48-976d-43eda9b4a02d","Ashleigh Neville",0.090264,"From Throw In",25.489214,-1.0492171,"High Pass","Right Foot",98.4,66.3,111.1,44.2,34.0330721504833,9.84123975929863,"No goal"
"10491","b2b551ab-3c38-44ef-9b08-22eb8479e59c","Kayleigh Green",0.03236922,"Regular Play",16.337074,0.06738249,"Ground Pass","Right Foot",98.7,53.3,115,54.4,25.111352014577,15.243359209833,"No goal"
"10823","131a2f5c-9de3-4373-804d-94d648387189","Josie Green",0.016011544,"From Free Kick",13.800363,-2.2070513,"Low Pass","Left Foot",97.8,58,89.6,46.9,28.5804128731549,31.1732256912884,"No goal"
"10844","e20e70db-2699-4c9b-ae76-f17d9f3944ea","Emily Simpkins",0.03118737,"From Throw In",8.827797,3.0622144,"Ground Pass","Right Foot",118.3,55.8,109.5,56.5,15.8911925291968,19.5576072156079,"No goal"
"10878","6c864556-dcb7-42b0-b7fe-74e6c1c39422","Kayleigh Green",0.027260635,"From Throw In",18.013605,-1.2016296,"Ground Pass","Right Foot",87.2,66.2,93.7,49.4,41.9795188157273,27.9293752167856,"No goal"
"11315","88393373-3872-4233-877d-ac7788790990","Ashleigh Neville",0.23538877,"Regular Play",17.661823,-1.2060615,"High Pass","Right Foot",110.4,60.3,116.7,43.8,22.4555115728856,5.03289181286464,"No goal"
"11853","7ac2d4e4-7c5f-4e09-9f8c-a97dfc0ec678","Gemma Suzanne Davison",0.029528888,"From Corner",34.429203,2.444623,"Low Pass","Right Foot",120,0.1,93.6,22.2,39.9,31.8402261298503,"No goal"
"12023","bd023e89-57a9-4277-b6c9-1e82f2985399","Danique Kerkdijk",0.026880972,"From Counter",40.205723,-0.18763977,"High Pass","Right Foot",42.8,68.5,82.3,61,82.2927092760956,43.1542581908205,"No goal"
"12115","a87e002e-07e1-4deb-becd-4993eb16d113","Iniabasi Anefiok Umotong",0.3528971,"From Free Kick",8.29759,-0.21866895,"Low Pass","Other",104.5,46,112.6,44.2,16.6207701385947,8.50881895447307,"No goal"
"12273","f4306e25-a163-4c25-bab3-7632efdfb7d0","Rianna Dean",0.04838694,"From Throw In",12.836277,-2.0483804,"High Pass","Other",114.7,56.3,108.8,44.9,17.1400116686075,12.2249744376011,"No goal"
"12428","a0890974-b476-425f-aaea-56c2bb4ed58e","Kayleigh Green",0.024401546,"From Throw In",8.39345,-2.7632987,"Low Pass","Left Foot",100.5,78.2,92.7,75.1,42.8892760489146,44.4668415788664,"No goal"
"12850","265a4e2e-0481-4c7e-aa4d-e98f7d7a8d13","Adrienne Jordan",0.043838188,"Regular Play",8.381527,-1.2301801,"Ground Pass","Left Foot",90.6,57.7,93.4,49.8,34.3169054548921,28.3478394238432,"No goal"
"12879","c80d2395-a3fd-4c03-937c-0dca10cd592d","Chloe Kelly",0.029249087,"From Corner",44.424316,-1.8583722,"High Pass","Right Foot",120,80,107.4,37.4,40,12.8654576288603,"No goal"
"12906","f25d222c-dbe6-440c-932c-99b3b9aa14da","Inessa Kaagman",0.04403021,"From Throw In",10.67052,-2.9625773,"Ground Pass","Right Foot",105.5,35.7,95,33.8,15.1241528688386,25.757329054077,"No goal"
"13136","7440e3d5-182f-4561-8556-ff49549a29b4","Chloe Kelly",0.04829152,"From Counter",71.00451,0.011267128,"High Pass","Right Foot",37.5,11.8,108.5,12.6,87.1865241880877,29.7154841791279,"No goal"
"13160","6ee6d9e3-5057-4ff9-ae68-e10bc2f43352","Inessa Kaagman",0.055465017,"From Free Kick",26.340084,0.4058888,"High Pass","Left Foot",83.2,39.4,107.4,49.8,36.804890979325,15.9624559513879,"No goal"
"13333","5bbf91a5-52ec-4fbf-9793-ef3aa959400f","Sarah Emma Mayling",0.026447138,"From Throw In",16.909761,1.7913896,"Ground Pass","Left Foot",105.4,2.9,101.7,19.4,39.8694118341367,27.5544914669097,"No goal"
"13754","7cb109db-a425-4cc2-8756-57936be44dee","Claudia Walker",0.016919235,"Regular Play",18.146626,-1.9727938,"Ground Pass","Left Foot",72.2,60.5,65.1,43.8,52.010479713227,55.031354698935,"No goal"
"13828","5a9a2592-3663-4e41-806f-ba30e6f0aa54","Sarah Emma Mayling",0.108684964,"Regular Play",23.14865,1.5059524,"Ground Pass","Left Foot",112.2,10.4,113.7,33.5,30.6104557300279,9.05207158610668,"No goal"
"14046","e35b78a6-2248-4691-8385-63d306e190f7","Chloe Arthur",0.021294873,"Regular Play",21.558525,-0.53007776,"Ground Pass","Right Foot",71.8,34.4,90.4,23.5,48.5242207562368,33.8881985357735,"No goal"
"14073","b0962f99-cab5-4fd0-9fe6-4f9db61ca43f","Abbi Grant",0.010001306,"From Throw In",25.594727,2.6447406,"Low Pass","Right Foot",113.1,9.3,90.6,21.5,31.4658545092931,34.7362922604011,"No goal"
"14107","05b1fed4-ae2d-44a3-a8b4-38ec5406fba4","Brianna Visalli",0.08996223,"From Corner",28.02802,-0.8687489,"High Pass","Right Foot",85.5,59.4,103.6,38,39.5804244545204,16.5215011424507,"No goal"
"14637","36da27a3-31d8-47c7-8742-62cc3b1747cb","Hannah Cain",0.12880042,"Regular Play",11.806778,-2.6855206,"Ground Pass","Right Foot",116.9,53.2,106.3,48,13.559129765586,15.864740779477,"No goal"
"14760","a1271d8f-8df2-42d6-a2c7-f3a30302a781","Chloe Kelly",0.19049586,"From Corner",51.428104,1.6038582,"High Pass","Right Foot",120,1,118.3,52.4,39,12.5159897730863,"No goal"
"14888","00d372f3-8c63-4c0a-a5a5-51a7da382571","Abbi Grant",0.013807365,"Regular Play",18.893915,1.4274023,"Ground Pass","Right Foot",85.1,31.8,87.8,50.5,35.8503835404867,33.8687171295282,"No goal"
"14968","bcfbbd31-6e3e-46dc-99a8-96aa8c4f62d9","Molly Pike",0.099389754,"From Throw In",29.74357,-1.0499822,"High Pass","Left Foot",96.1,57.6,110.9,31.8,29.681138792169,12.2494897852931,"No goal"
"15121","fab97cbc-7614-49aa-ae04-d1732874a1bd","Rachel Williams",0.0206746,"From Throw In",6.4031243,-0.8960554,"Ground Pass","Right Foot",98.9,30.6,102.9,25.6,23.0991341829082,22.3555362270736,"No goal"
"15213","48944039-3796-43a4-99cb-d1e35a5f6106","Claudia Walker",0.011958213,"From Free Kick",11.045361,3.050933,"Ground Pass","Right Foot",98.7,78.6,87.7,79.6,44.0868461108299,51.1023482826376,"No goal"
"15337","884e010e-9002-4550-89a4-5517f022dd38","Abbi Grant",0.05495888,"From Goal Kick",10.255242,2.3355079,"Ground Pass","Left Foot",107.9,36.3,100.8,43.7,12.6530628703093,19.5532605976599,"No goal"
"15372","12430c94-8ee3-46eb-9085-5b170cae50a5","Lucy Staniforth",0.063884,"From Corner",46.613518,-1.719368,"High Pass","Right Foot",120,80,113.1,33.9,40,9.20977741316261,"No goal"
"15550","9055041a-fb6c-4790-9da5-d2fbbadbeea6","Claudia Walker",0.016079191,"From Free Kick",41.520237,0.9306671,"High Pass","Right Foot",65,15.7,89.8,49,60.1289447770373,31.512537187602,"No goal"
"15621","f620d65d-dd2d-4daf-a2c5-894af9fc764c","Chloe Arthur",0.03988555,"Regular Play",26.632687,-0.72695416,"High Pass","Right Foot",80.6,59.9,100.5,42.2,44.1403443575149,19.6237101486951,"No goal"
"15640","7795d5b4-200a-4ee7-a068-9fc674c646c2","Rachel Williams",0.050685033,"Regular Play",11.417969,-0.3023624,"Ground Pass","Right Foot",86.1,67.2,97,63.8,43.4632028272193,33.0974319245466,"No goal"
"15956","cd23e87a-ce5d-4837-a184-1c3ac3fc2e59","Frances Kitching",0.2025637,"From Goal Kick",74.00878,0.22760905,"High Pass","Right Foot",6,44,78.1,60.7,114.070153852794,46.7343556711762,"No goal"
"16483","5da691bf-fb44-481b-98e8-700e62b32edb","Jade Bailey",0.20241694,"From Corner",44.874268,-1.7568288,"High Pass","Right Foot",120,80,111.7,35.9,40,9.25742944882649,"No goal"
"16541","193ed905-f4c9-4f0a-b423-a3807ecbc453","Rachel Furness",0.23667756,"From Corner",34.99057,-0.12896326,"High Pass","Left Foot",76.4,56,111.1,51.5,46.4430834463002,14.5416642788919,"No goal"
"16709","4ab909b3-a23e-4c45-85e7-79b97841d45d","Niamh Fahey",0.01577891,"Regular Play",17.00647,-0.11195592,"Low Pass","Right Foot",62.7,33.7,79.6,31.8,57.6452946908939,41.2237795453061,"No goal"
"16795","a6289cce-c12c-4ae5-8682-feba7ccf0cce","Maya Le Tissier",0.47350782,"From Corner",9.617692,-1.1304003,"Low Pass","Other",110.4,50.2,114.5,41.5,14.0071410359145,5.70087712549569,"Goal"
"17225","39ace5a6-bd2e-40dd-9ef1-34681c13abd2","Kayleigh Green",0.017541882,"Regular Play",18.149656,2.9755383,"Ground Pass","Right Foot",110.8,8.5,92.9,11.5,32.8160021940516,39.3275984519777,"No goal"
"17234","0b27e229-175a-47c7-be67-26cc8db51ea7","Léa Le Garrec",0.01571173,"Regular Play",39.262196,-0.8936688,"High Pass","Right Foot",68.3,47.9,92.9,17.3,52.3000956022071,35.3510961640513,"No goal"
"17424","0e533329-9c4f-4f2d-b356-ec71d35a7138","Niamh Charles",0.015486183,"From Throw In",15.518376,0.46076578,"Ground Pass","Right Foot",85,60.8,98.9,67.7,40.7141253129672,34.8209706929603,"No goal"
"17509","9dabda65-a203-4172-87c1-cd74e1ece460","Melissa Lawley",0.22907124,"From Counter",19.445564,-0.7890345,"Ground Pass","Right Foot",83.7,45.2,97.4,31.4,36.6705603993176,24.1809842645001,"No goal"
"17871","3ce384c6-d4cf-4cb9-9c8f-15d2786da97a","Rhiannon Roberts",0.045521386,"Regular Play",8.044874,0.6086893,"Ground Pass","Right Foot",92.5,50.2,99.1,54.8,29.3307006394324,25.609568524284,"No goal"
"17941","7d234a97-82ee-4791-9bfb-a60788172b2e","Melissa Lawley",0.019725535,"From Free Kick",3.9962482,2.1240907,"Ground Pass","Right Foot",101.8,23.1,99.7,26.5,24.8364651269056,24.3790894005498,"No goal"
"18210","e0a5b1d0-05fd-44c6-9680-1b761b9ef58a","Rhiannon Roberts",0.021021621,"Regular Play",7.8294315,-2.6493814,"Ground Pass","Right Foot",97.7,53.5,90.8,49.8,26.0679880313,30.8006493438044,"No goal"
"18696","f0625eca-ec70-4d05-a8e7-a9e3ac6f439c","Niamh Charles",0.022534173,"From Counter",29.621952,0.93877345,"Ground Pass","Left Foot",68.9,4.8,86.4,28.7,62.0503827546616,35.4492595127176,"No goal"
"18871","102b0de0-0daa-4ad5-9838-2a4c012b5497","Rebecca Jane",0.07865898,"From Counter",19.21666,-1.6124389,"Low Pass","Right Foot",105,61.2,104.2,42,25.9699826723084,15.9260792412948,"No goal"
"19245","cd19f630-1270-4763-80bc-09445bdb1faf","Courtney Sweetman-Kirk",0.18907307,"From Free Kick",8.376157,0.9894161,"Low Pass","Right Foot",111.5,37.9,116.1,44.9,8.75556965593901,6.26258732474047,"No goal"
"19863","69804f4f-1a90-46e6-a991-2e92cded5bd6","Niamh Fahey",0.014940544,"Regular Play",18.189283,-0.09912161,"Ground Pass","Right Foot",74.2,19.5,92.3,17.7,50.1785810879503,35.5609336210398,"No goal"
"20093","75daadc1-ba8c-4c8c-ba97-e8ec30f62272","Rebecca Jane",0.039800014,"From Counter",21.718655,0.4121468,"Ground Pass","Right Foot",66.2,43.7,86.1,52.4,53.9270803956602,36.0966757472208,"No goal"
"20180","cbd3dc41-2d3a-41ee-837b-df5b8627e8f6","Rhiannon Roberts",0.01316265,"Regular Play",26.4,-1.5707964,"Ground Pass","Right Foot",76.7,69.6,76.7,43.2,52.4504528102475,43.4180837900523,"No goal"
"20242","3c1ad526-2146-4c6e-b6c2-0367bea5fe14","Courtney Sweetman-Kirk",0.01199372,"From Throw In",13.6565,2.6288042,"High Pass","Right Foot",91.4,20.1,79.5,26.8,34.8420722690256,42.5968308680352,"No goal"
"20469","05bcf0ee-409f-4fae-91b4-88f1d395fba7","Melissa Lawley",0.027070422,"Regular Play",9.06973,2.544416,"Ground Pass","Left Foot",91.4,45.3,83.9,50.4,29.0869386495038,37.5682046416914,"No goal"
"20707","bae05866-3f25-4231-b703-1bf7c375df61","Inessa Kaagman",0.030550005,"Regular Play",10.547511,-0.094951704,"High Pass","Head",90.9,75,101.4,74,45.5171396289354,38.7551286928582,"No goal"
"20898","1a614716-7a26-44aa-bea0-192c13b700ff","Sophie Elizabeth Bradley-Auckland",0.01718022,"From Free Kick",11.686745,1.9846766,"Ground Pass","Right Foot",92.5,16.2,87.8,26.9,36.368805314445,34.7627674387411,"No goal"
"20987","5aa2663b-e76a-4404-ad9a-d382b0f71542","Danielle Turner",0.021497622,"From Counter",28.241282,-0.30943316,"Ground Pass","Left Foot",37.5,16.9,64.4,8.3,85.6729829059313,64.0019530951986,"No goal"
"21258","e76f951f-6975-4f28-8f5c-a58c9fa05423","Hannah Cain",0.04410601,"Regular Play",35.062943,-1.1160771,"High Pass","Right Foot",85,58.6,100.4,27.1,39.6353377682088,23.464228092993,"No goal"
"21816","43a5a44e-7114-4864-8823-9b836a58b06d","Jade Bailey",0.026188225,"From Corner",45.910892,1.7703277,"High Pass","Right Foot",120,0.1,110.9,45.1,39.9,10.4316825105062,"No goal"
"21867","ecce5628-a3d1-4d47-aa5e-7c498f834138","Niamh Charles",0.02143648,"Regular Play",45.505604,1.2115113,"High Pass","Right Foot",68.1,29,84.1,71.6,53.0528981300739,47.8264571131921,"No goal"
"22015","4319c102-e858-48d6-865c-e54a3e08fa5f","Melissa Lawley",0.09266851,"From Throw In",29.614355,-1.6587048,"Low Pass","Right Foot",113,72,110.4,42.5,32.7566787083184,9.92018144995342,"No goal"
"22070","a186eed0-7544-4d35-a3fd-d0b3a44ac11b","Hannah Cain",0.17650965,"From Counter",20.713522,-1.2566792,"Ground Pass","Right Foot",107.4,65.2,113.8,45.5,28.1744565164974,8.28794304999739,"No goal"
"22273","2f7a0103-5f82-4c91-aaf8-df9c70014273","Jonna Andersson",0.028520124,"From Throw In",13.507035,2.0476882,"Ground Pass","Left Foot",113,9.3,106.8,21.3,31.4879341970857,22.8895172513533,"No goal"
"22533","9c5b2ec1-f290-4a76-82db-0c06e6a9cf13","Erin Cuthbert",0.85379165,"From Free Kick",39.65476,0.5257147,"Ground Pass","Right Foot",66.3,32.7,100.6,52.6,54.1939110970965,23.1326608932047,"Goal"
"23490","a596f09a-77d8-4c8d-a8b3-b12bf1ca9ef8","Guro Reiten",0.14211132,"From Corner",33.320415,-1.7640718,"High Pass","Left Foot",120,80,113.6,47.3,40,9.7082439194738,"Goal"
"23580","1fae8ee8-b13d-4eba-9c36-f962a1235195","Julia Simic",0.060905952,"From Throw In",9.033825,2.0294936,"Low Pass","Right Foot",86.5,6.6,82.5,14.7,47.305496509391,45.2364896958197,"No goal"
"23719","bbdeac52-5dc8-47f1-9d3f-ee22670ef6fe","Bethany England",0.21602829,"Regular Play",14.664924,2.2402124,"Ground Pass","Left Foot",118.6,17.4,109.5,28.9,22.6433213111504,15.2793978938962,"No goal"
"23760","c879348e-723e-4dab-b5e1-a6448f7457ad","Drew Spence",0.1155351,"From Counter",37.3063,-0.485227,"High Pass","Right Foot",48.1,56.9,81.1,39.5,73.8594611407367,38.9032132348987,"Goal"
"23831","52863219-2104-4156-9f92-f3cbee53b757","Erin Cuthbert",0.09933914,"From Corner",39.65476,1.7662137,"High Pass","Right Foot",120,0.1,112.3,39,39.9,7.76466354712167,"Goal"
"23969","7464ae4e-7093-443c-aa23-a943de6cef48","Jonna Andersson",0.47258028,"Regular Play",24.352617,1.6365451,"Low Pass","Left Foot",117.5,10.4,115.9,34.7,29.7053867168903,6.70074622710038,"Goal"
"24004","96c715d3-0cfe-4c1d-b3cf-e425a8dca26f","Alisha Lehmann",0.044194255,"From Kick Off",36.538338,-1.7579936,"Low Pass","Right Foot",108.2,66.6,101.4,30.7,29.0998281781869,20.795432190748,"No goal"
"24156","34181091-b880-4ea8-9530-c349a7578db4","Bethany England",0.17262673,"From Counter",28.153864,0.39369822,"Ground Pass","Left Foot",77.7,29.6,103.7,40.4,43.5597291084323,16.30490723678,"No goal"
"24382","caf6ba29-d227-476e-8be0-57b9035555da","Maren Nævdal Mjelde",0.17219605,"Regular Play",24.81955,0.52314407,"Ground Pass","Right Foot",85.8,38.6,107.3,51,34.2286429763144,16.8014880293384,"No goal"
"24648","9967ed8b-9f7f-4638-b0cf-6099d278309b","Ramona Bachmann",0.094325244,"Regular Play",33.42933,-1.7940078,"High Pass","Right Foot",118.1,69.6,110.7,37,29.6609170458366,9.7718984849414,"No goal"
"24752","65dfc13e-530f-46a5-b5f5-a7e1237c0069","Millie Bright",0.31594294,"From Free Kick",19.109423,-0.5880026,"Ground Pass","Left Foot",73.1,56.7,89,46.1,49.7845357515765,31.5944615399598,"No goal"
"24805","a53196b0-7f9c-40ba-80ec-4373e79f1113","Erin Cuthbert",0.4179668,"From Counter",8.649278,1.3847382,"Ground Pass","Right Foot",103.2,28.7,104.8,37.2,20.2467281307376,15.4557432690893,"No goal"
"25026","5b4f9966-8310-418d-a916-4d78feffb735","Jessica Carter",0.24148123,"Regular Play",22.571886,1.4909663,"High Pass","Left Foot",111.6,20.1,113.4,42.6,21.6002314802411,7.09365914038727,"Goal"
"25158","df8067e8-5850-47a0-a7c9-d09da1f3c57e","Danielle van de Donk",0.090256914,"Regular Play",15.373354,1.2737321,"Ground Pass","Right Foot",94.6,19.2,99.1,33.9,32.8298644529642,21.7720003674444,"No goal"
"25487","35730af4-42cc-42c8-8425-b5a493b0c9a1","Vivianne Miedema",0.047368452,"Regular Play",6.8264194,-1.0153025,"Ground Pass","Right Foot",94.2,26.5,97.8,20.7,29.1185507881144,29.4164919730412,"No goal"
"25599","caf5699f-c0a9-4a4b-bb4c-d1283092b86b","Rachel Furness",0.46849787,"From Keeper",42.20924,0.12112256,"High Pass","Left Foot",53.5,43.4,95.4,48.5,66.5868605657302,26.0271012600328,"Goal"
"26305","c89b1e16-eaa3-4fec-85cf-a17b409535b9","Jordan Nobbs",0.30626234,"Regular Play",19.92787,-1.7524451,"Low Pass","Right Foot",117.5,63,113.9,43.4,23.1354706025185,6.98355210476731,"Goal"
"26382","b71b8f62-0dff-4f12-9aa4-d721c1bbd195","Lisa Evans",0.21468256,"From Free Kick",19.338045,1.7580502,"High Pass","Left Foot",116.8,19,113.2,38,21.2424104093674,7.08801805866774,"Goal"
"26473","4a566583-f186-4410-84e4-e2c8497775f5","Kirsty Linnett",0.032955207,"From Throw In",19.096073,1.1094906,"Low Pass","Other",101.9,41.2,110.4,58.3,18.1397353894703,20.6651881191534,"No goal"
"26674","34fec8d2-bc84-453b-9fc7-1578a49d96a3","Danielle van de Donk",0.072735265,"From Throw In",20.492193,-0.13706617,"Ground Pass","Right Foot",83.3,19.4,103.6,16.6,42.0862210230379,28.5748140851345,"No goal"
"27378","81a1a305-300e-4513-aff1-58191a927133","Jade Bailey",0.07569304,"From Free Kick",44.302822,-1.164719,"High Pass","Right Foot",94.9,75.7,112.4,35,43.6405774480586,9.09725233243532,"No goal"
